,Open Bid_x,Open Bid_x,Open2,Short Swap USDPLN,2.9889
2006-02-02,4.47,4.47,4.18,-1.8984812150279784e-06,3.152
2006-02-03,4.55,4.55,4.16,-2.0446838220626377e-06,3.1482
2006-02-04,4.5,4.5,4.22,-1.7921146953405034e-06,3.1482
2006-02-05,4.5,4.5,4.22,-1.7921146953405034e-06,3.1482
2006-02-06,4.47,4.47,4.14,-2.098321342925659e-06,3.1731
2006-02-07,4.51,4.51,4.14,-2.005615724027277e-06,3.1786
2006-02-08,4.47,4.47,4.16,-1.9984012789768157e-06,3.1802
2006-02-09,4.47,4.47,4.15,-2.048361310951236e-06,3.1509
2006-02-10,4.51,4.51,4.15,-2.0945541591861165e-06,3.1424
2006-02-11,4.48,4.48,4.17,-1.8551945447252323e-06,3.1424
2006-02-12,4.46,4.46,4.17,-1.9484412470023955e-06,3.1424
2006-02-13,4.48,4.48,4.16,-2.0446838220626377e-06,3.173
2006-02-14,4.46,4.46,4.17,-1.9484412470023955e-06,3.1753
2006-02-15,4.51,4.51,4.2,-1.7047733654231845e-06,3.158
2006-02-16,4.48,4.48,4.14,-2.1444244963095983e-06,3.1607
2006-02-17,4.46,4.46,4.14,-2.098321342925659e-06,3.1218
2006-02-18,4.47,4.47,4.22,-1.7454617993217667e-06,3.1218
2006-02-19,4.46,4.46,4.22,-1.6986410871302944e-06,3.1218
2006-02-20,4.46,4.46,4.12,-2.1982414068744997e-06,3.1374
2006-02-21,4.46,4.46,4.12,-2.1982414068744997e-06,3.1532
2006-02-22,4.46,4.46,4.11,-2.248201438848916e-06,3.1725
2006-02-23,4.45,4.45,4.11,-2.202202202202201e-06,3.1575
2006-02-24,4.51,4.51,4.15,-1.955475330926592e-06,3.1385
2006-02-25,4.49,4.49,4.05,-2.5025025025025016e-06,3.1385
2006-02-26,4.49,4.49,4.05,-2.5025025025025016e-06,3.1385
2006-02-27,4.48,4.48,4.07,-2.493516856173948e-06,3.1684
2006-02-28,4.48,4.48,4.11,-2.10970464135021e-06,3.1605
2006-03-01,4.46,4.46,3.91,-3.247402078337328e-06,3.1495
2006-03-02,4.51,4.51,3.96,-2.908142799839552e-06,3.138
2006-03-03,4.46,4.46,3.96,-2.997601918465228e-06,3.1278
2006-03-04,4.51,4.51,4.02,-2.832438878950507e-06,3.1278
2006-03-05,4.51,4.51,4.02,-2.832438878950507e-06,3.1278
2006-03-06,4.46,4.46,4.0,-2.797761790567544e-06,3.15
2006-03-07,4.51,4.51,4.0,-2.7075812274368245e-06,3.1831
2006-03-08,4.46,4.46,4.0,-2.797761790567544e-06,3.2237
2006-03-09,4.48,4.48,4.0,-2.887295898048586e-06,3.2332
2006-03-10,4.51,4.51,3.96,-2.908142799839552e-06,3.241
2006-03-11,4.5,4.5,3.97,-3.036638789326957e-06,3.241
2006-03-12,4.47,4.47,3.97,-2.9922202274087363e-06,3.241
2006-03-13,4.48,4.48,4.0,-2.8426092160383004e-06,3.2388
2006-03-14,4.5,4.5,4.0,-2.887295898048586e-06,3.2255
2006-03-15,4.52,4.52,4.0,-3.0204000792236094e-06,3.2012
2006-03-16,4.59,4.59,4.05,-3.0809859154929584e-06,3.1516
2006-03-17,4.59,4.59,4.0,-3.325508607198747e-06,3.135
2006-03-18,4.59,4.59,4.04,-3.086419753086418e-06,3.135
2006-03-19,4.59,4.59,4.04,-3.086419753086418e-06,3.135
2006-03-20,4.61,4.61,4.0,-3.4113060428849914e-06,3.1664
2006-03-21,4.64,4.64,4.01,-3.490401396160562e-06,3.1923
2006-03-22,4.63,4.63,4.0,-3.538879193329458e-06,3.2183
2006-03-23,4.73,4.73,3.92,-4.29553264604811e-06,3.2153
2006-03-24,4.75,4.75,3.93,-4.328386605783867e-06,3.2046
2006-03-25,4.78,4.78,4.02,-3.981797497155863e-06,3.2046
2006-03-26,4.75,4.75,4.02,-3.941120607787276e-06,3.2046
2006-03-27,4.75,4.75,4.01,-3.947869101978693e-06,3.2203
2006-03-28,4.75,4.75,4.01,-3.988603988603987e-06,3.2464
2006-03-29,4.75,4.75,4.0,-3.995433789954339e-06,3.2612
2006-03-30,4.78,4.78,3.96,-4.104620084001528e-06,3.2259
2006-03-31,4.75,4.75,4.0,-3.790059489541355e-06,3.2096
2006-04-01,4.76,4.76,3.99,-3.879310344827583e-06,3.2096
2006-04-02,4.76,4.76,3.99,-3.879310344827583e-06,3.2096
2006-04-03,4.76,4.76,3.96,-4.022988505747126e-06,3.2183
2006-04-04,4.76,4.76,4.0,-3.831417624521072e-06,3.2186
2006-04-05,4.75,4.75,3.96,-3.981961235847246e-06,3.2123
2006-04-06,4.74,4.74,3.94,-4.036908881199542e-06,3.2111
2006-04-07,4.75,4.75,4.0,-3.790059489541355e-06,3.2332
2006-04-08,4.75,4.75,3.87,-4.4137401650355005e-06,3.2332
2006-04-09,4.75,4.75,3.87,-4.4137401650355005e-06,3.2332
2006-04-10,4.75,4.75,4.0,-3.790059489541355e-06,3.2547
2006-04-11,4.75,4.75,3.95,-4.029936672423718e-06,3.2262
2006-04-12,4.75,4.75,3.96,-3.981961235847246e-06,3.2146
2006-04-13,4.75,4.75,3.91,-4.221838418729609e-06,3.236
2006-04-14,4.76,4.76,3.94,-4.077912109000193e-06,3.2179
2006-04-15,4.75,4.75,4.02,-3.859348198970843e-06,3.2179
2006-04-16,4.75,4.75,4.02,-3.859348198970843e-06,3.2179
2006-04-17,4.74,4.74,4.02,-3.859348198970843e-06,3.1895
2006-04-18,4.72,4.72,3.91,-4.343260786559756e-06,3.1538
2006-04-19,4.74,4.74,3.91,-4.221838418729609e-06,3.1423
2006-04-20,4.74,4.74,4.09,-3.525824280541261e-06,3.1369
2006-04-21,4.77,4.77,3.95,-4.070881226053637e-06,3.1025
2006-04-22,4.78,4.78,4.0,-3.87263339070568e-06,3.1025
2006-04-23,4.78,4.78,4.0,-3.87263339070568e-06,3.1025
2006-04-24,4.78,4.78,3.93,-4.20730541212469e-06,3.101
2006-04-25,4.79,4.79,3.91,-4.343260786559756e-06,3.1039
2006-04-26,4.78,4.78,3.92,-4.49555176982775e-06,3.107
2006-04-27,4.86,4.86,4.0,-4.4351073762838464e-06,3.0743
2006-04-28,4.86,4.86,3.92,-4.574608564421808e-06,3.0354
2006-04-29,4.89,4.89,3.98,-4.410660660660657e-06,3.0354
2006-04-30,4.84,4.84,3.98,-4.489337822671154e-06,3.0354
2006-05-01,4.83,4.83,4.02,-4.262694397601652e-06,3.0398
2006-05-02,4.9,4.9,4.02,-4.30228208005986e-06,3.0191
2006-05-03,4.92,4.92,4.0,-4.4351073762838464e-06,3.0017
2006-05-04,4.95,4.95,4.0,-4.820936639118456e-06,2.9895
2006-05-05,4.99,4.99,4.0,-4.706533776301215e-06,2.9794
2006-05-06,5.0,5.0,3.9,-5.205454210429332e-06,2.9794
2006-05-07,5.0,5.0,3.9,-5.205454210429332e-06,2.9794
2006-05-08,5.0,5.0,4.0,-4.744794545789571e-06,2.986
2006-05-09,4.97,4.97,3.91,-5.271360469380269e-06,3.0021
2006-05-10,4.98,4.98,3.91,-5.30843858685704e-06,2.9821
2006-05-11,4.98,4.98,4.0,-4.896576972359509e-06,2.9782
2006-05-12,5.01,5.01,3.95,-5.012877115526122e-06,2.9785
2006-05-13,5.0,5.0,3.95,-4.975124378109451e-06,2.9785
2006-05-14,5.0,5.0,3.95,-4.975124378109451e-06,2.9785
2006-05-15,5.0,5.0,3.94,-5.021190344573431e-06,3.006
2006-05-16,4.96,4.96,4.0,-4.858819215254856e-06,3.0067
2006-05-17,4.96,4.96,3.91,-5.271360469380269e-06,2.999
2006-05-18,4.99,4.99,4.2,-3.783684016242153e-06,3.0617
2006-05-19,5.0,5.0,4.0,-4.744794545789571e-06,3.0615
2006-05-20,5.0,5.0,3.9,-5.205454210429332e-06,3.0615
2006-05-21,5.0,5.0,3.9,-5.205454210429332e-06,3.0615
2006-05-22,5.0,5.0,3.93,-5.067256311037408e-06,3.0759
2006-05-23,5.0,5.0,3.94,-5.021190344573431e-06,3.0508
2006-05-24,4.97,4.97,3.91,-5.30843858685704e-06,3.0655
2006-05-25,5.01,5.01,4.0,-4.782928623988226e-06,3.0642
2006-05-26,5.01,5.01,4.0,-4.782928623988226e-06,3.0388
2006-05-27,5.02,5.02,4.0,-4.820936639118456e-06,3.0388
2006-05-28,5.02,5.02,4.0,-4.820936639118456e-06,3.0388
2006-05-29,5.02,5.02,3.91,-5.234159779614324e-06,3.0595
2006-05-30,5.02,5.02,3.98,-4.912764003673091e-06,3.0417
2006-05-31,5.01,5.01,3.99,-4.828918322295804e-06,3.0519
2006-06-01,5.01,5.01,3.99,-4.828918322295804e-06,3.0528
2006-06-02,4.96,4.96,3.91,-5.271360469380269e-06,3.015
2006-06-03,5.0,5.0,3.96,-4.929058411645478e-06,3.015
2006-06-04,5.0,5.0,3.96,-4.929058411645478e-06,3.015
2006-06-05,5.0,5.0,3.91,-5.159388243965359e-06,3.0303
2006-06-06,5.0,5.0,3.91,-5.159388243965359e-06,3.0631
2006-06-07,5.0,5.0,3.91,-5.159388243965359e-06,3.0748
2006-06-08,5.0,5.0,3.9,-5.205454210429332e-06,3.0751
2006-06-09,5.01,5.01,3.93,-5.104856512141282e-06,3.1138
2006-06-10,5.01,5.01,3.99,-4.828918322295804e-06,3.1138
2006-06-11,5.01,5.01,3.99,-4.828918322295804e-06,3.1138
2006-06-12,5.01,5.01,3.91,-5.19683590875644e-06,3.13
2006-06-13,5.01,5.01,3.92,-5.150846210448862e-06,3.1695
2006-06-14,4.97,4.97,3.91,-5.30843858685704e-06,3.178
2006-06-15,5.02,5.02,3.97,-4.958677685950408e-06,3.1804
2006-06-16,5.03,5.03,4.0,-4.858819215254856e-06,3.182
2006-06-17,5.06,5.06,3.98,-5.062944718117129e-06,3.182
2006-06-18,5.06,5.06,3.98,-5.062944718117129e-06,3.182
2006-06-19,5.06,5.06,3.91,-5.382229520160554e-06,3.2016
2006-06-20,5.07,5.07,4.01,-4.963570127504553e-06,3.2184
2006-06-21,5.1,5.1,3.97,-5.510752688172039e-06,3.2095
2006-06-22,5.13,5.13,3.92,-5.591630591630592e-06,3.1975
2006-06-23,5.22,5.22,3.9,-6.034788782392615e-06,3.2432
2006-06-24,5.27,5.27,3.91,-6.128747795414462e-06,3.2432
2006-06-25,5.27,5.27,3.91,-6.128747795414462e-06,3.2432
2006-06-26,5.27,5.27,3.91,-6.128747795414462e-06,3.2268
2006-06-27,5.29,5.29,3.9,-6.241209563994373e-06,3.222
2006-06-28,5.31,5.31,3.87,-6.440588853838065e-06,3.2295
2006-06-29,5.32,5.32,3.91,-6.2992125984251935e-06,3.1981
2006-06-30,5.23,5.23,3.91,-6.197257383966244e-06,3.1515
2006-07-01,5.26,5.26,3.95,-5.917682388270624e-06,3.1515
2006-07-02,5.26,5.26,3.95,-5.917682388270624e-06,3.1515
2006-07-03,5.22,5.22,3.98,-5.854904032400067e-06,3.1233
2006-07-04,5.22,5.22,3.96,-5.94294770206022e-06,3.1181
2006-07-05,5.26,5.26,3.94,-5.9618441971383175e-06,3.1154
2006-07-06,5.26,5.26,4.0,-5.696873343932167e-06,3.1396
2006-07-07,5.27,5.27,3.92,-6.084656084656085e-06,3.1193
2006-07-08,5.26,5.26,3.95,-5.917682388270624e-06,3.1193
2006-07-09,5.26,5.26,3.95,-5.917682388270624e-06,3.1193
2006-07-10,5.26,5.26,3.95,-5.917682388270624e-06,3.1582
2006-07-11,5.24,5.24,3.9,-6.275232578550113e-06,3.1499
2006-07-12,5.26,5.26,3.92,-6.050167814873697e-06,3.1484
2006-07-13,5.23,5.23,3.9,-6.241209563994373e-06,3.1729
2006-07-14,5.26,5.26,3.9,-6.138491432609078e-06,3.1584
2006-07-15,5.26,5.26,3.95,-5.917682388270624e-06,3.1584
2006-07-16,5.26,5.26,3.95,-5.917682388270624e-06,3.1584
2006-07-17,5.2,5.2,3.92,-6.084656084656085e-06,3.1831
2006-07-18,5.26,5.26,3.92,-6.050167814873697e-06,3.2005
2006-07-19,5.26,5.26,4.01,-5.6527115350644754e-06,3.1448
2006-07-20,5.26,5.26,3.91,-6.094329623741388e-06,3.1075
2006-07-21,5.25,5.25,3.91,-6.059801840056617e-06,3.087
2006-07-22,5.27,5.27,3.93,-6.040564373897707e-06,3.087
2006-07-23,5.27,5.27,3.93,-6.040564373897707e-06,3.087
2006-07-24,5.27,5.27,3.92,-6.084656084656085e-06,3.0936
2006-07-25,5.25,5.25,3.91,-6.059801840056617e-06,3.0825
2006-07-26,5.25,5.25,3.91,-6.059801840056617e-06,3.0754
2006-07-27,5.27,5.27,3.91,-6.128747795414462e-06,3.0561
2006-07-28,5.28,5.28,3.93,-6.0750132065504496e-06,3.0602
2006-07-29,5.29,5.29,3.94,-6.065400843881861e-06,3.0602
2006-07-30,5.29,5.29,3.94,-6.065400843881861e-06,3.0602
2006-07-31,5.22,5.22,4.0,-5.80168776371308e-06,3.0731
2006-08-01,5.28,5.28,3.93,-6.0750132065504496e-06,3.0584
2006-08-02,5.27,5.27,3.94,-6.201956673654792e-06,3.0556
2006-08-03,5.28,5.28,3.95,-5.9869695368902935e-06,3.0384
2006-08-04,5.3,5.3,3.96,-6.250000000000002e-06,2.9842
2006-08-05,5.26,5.26,3.95,-6.1582809224318665e-06,2.9842
2006-08-06,5.27,5.27,3.95,-6.192220477934765e-06,2.9842
2006-08-07,5.3,5.3,3.92,-6.255468066491687e-06,2.9953
2006-08-08,5.27,5.27,3.9,-6.172839506172836e-06,2.995
2006-08-09,5.29,5.29,3.92,-6.1533052039381165e-06,2.9855
2006-08-10,5.27,5.27,3.9,-6.172839506172836e-06,2.9829
2006-08-11,5.26,5.26,3.91,-6.094329623741388e-06,3.0078
2006-08-12,5.26,5.26,3.91,-6.094329623741388e-06,3.0078
2006-08-13,5.26,5.26,3.91,-6.094329623741388e-06,3.0078
2006-08-14,5.23,5.23,3.91,-6.163056876210599e-06,3.0185
2006-08-15,5.26,5.26,3.92,-6.050167814873697e-06,3.0195
2006-08-16,5.23,5.23,3.93,-5.971337579617838e-06,3.0015
2006-08-17,5.25,5.25,3.92,-6.015569709837228e-06,2.9978
2006-08-18,5.25,5.25,3.93,-5.971337579617838e-06,3.0159
2006-08-19,5.25,5.25,3.95,-5.882873319179052e-06,3.0159
2006-08-20,5.25,5.25,3.95,-5.882873319179052e-06,3.0159
2006-08-21,5.25,5.25,3.91,-6.059801840056617e-06,3.015
2006-08-22,5.22,5.22,3.91,-6.02516391990076e-06,3.0292
2006-08-23,5.22,5.22,3.92,-5.98086124401914e-06,3.0279
2006-08-24,5.24,5.24,3.92,-5.98086124401914e-06,3.0474
2006-08-25,5.25,5.25,3.94,-5.927105449398445e-06,3.0575
2006-08-26,5.25,5.25,3.93,-5.971337579617838e-06,3.0575
2006-08-27,5.25,5.25,3.93,-5.971337579617838e-06,3.0575
2006-08-28,5.22,5.22,3.9,-6.207078711040672e-06,3.0624
2006-08-29,5.25,5.25,3.91,-6.059801840056617e-06,3.0598
2006-08-30,5.26,5.26,3.92,-6.050167814873697e-06,3.0592
2006-08-31,5.25,5.25,4.0,-5.661712668082097e-06,3.0524
2006-09-01,5.21,5.21,4.01,-5.722838527909845e-06,3.0593
2006-09-02,5.25,5.25,3.89,-6.148266100495397e-06,3.0593
2006-09-03,5.25,5.25,3.89,-6.148266100495397e-06,3.0593
2006-09-04,5.21,5.21,3.91,-6.163056876210599e-06,3.0762
2006-09-05,5.25,5.25,3.93,-5.971337579617838e-06,3.0785
2006-09-06,5.25,5.25,3.93,-5.971337579617838e-06,3.0781
2006-09-07,5.25,5.25,3.92,-6.015569709837228e-06,3.0914
2006-09-08,5.25,5.25,3.98,-5.750176928520876e-06,3.1197
2006-09-09,5.25,5.25,3.94,-5.927105449398445e-06,3.1197
2006-09-10,5.25,5.25,3.94,-5.927105449398445e-06,3.1197
2006-09-11,5.25,5.25,3.92,-6.015569709837228e-06,3.1225
2006-09-12,5.25,5.25,3.92,-6.015569709837228e-06,3.1179
2006-09-13,5.25,5.25,3.94,-5.927105449398445e-06,3.1049
2006-09-14,5.26,5.26,4.01,-5.6527115350644754e-06,3.1044
2006-09-15,5.25,5.25,3.98,-5.750176928520876e-06,3.086
2006-09-16,5.25,5.25,3.99,-5.705944798301486e-06,3.086
2006-09-17,5.25,5.25,3.99,-5.705944798301486e-06,3.086
2006-09-18,5.25,5.25,4.01,-5.617480537862704e-06,3.0935
2006-09-19,5.25,5.25,3.99,-5.705944798301486e-06,3.0956
2006-09-20,5.25,5.25,3.99,-5.705944798301486e-06,3.0999
2006-09-21,5.21,5.21,4.0,-5.731922398589063e-06,3.0874
2006-09-22,5.25,5.25,3.99,-5.705944798301486e-06,3.0763
2006-09-23,5.26,5.26,3.95,-5.917682388270624e-06,3.0763
2006-09-24,5.26,5.26,3.95,-5.917682388270624e-06,3.0763
2006-09-25,5.24,5.24,3.95,-5.917682388270624e-06,3.0913
2006-09-26,5.25,5.25,3.95,-5.882873319179052e-06,3.1045
2006-09-27,5.26,5.26,3.91,-6.094329623741388e-06,3.1116
2006-09-28,5.26,5.26,3.96,-5.873520579402933e-06,3.1135
2006-09-29,5.26,5.26,3.99,-5.7410351527998585e-06,3.1061
2006-09-30,5.26,5.26,3.94,-5.9618441971383175e-06,3.1061
2006-10-01,5.26,5.26,3.94,-5.9618441971383175e-06,3.1061
2006-10-02,5.26,5.26,3.95,-5.917682388270624e-06,3.1001
2006-10-03,5.25,5.25,3.96,-5.838641188959662e-06,3.0871
2006-10-04,5.25,5.25,3.97,-5.794409058740266e-06,3.0784
2006-10-05,5.24,5.24,3.99,-5.670742512847774e-06,3.0802
2006-10-06,5.21,5.21,3.96,-5.94294770206022e-06,3.0846
2006-10-07,5.25,5.25,4.02,-5.573248407643314e-06,3.0846
2006-10-08,5.25,5.25,4.02,-5.573248407643314e-06,3.0846
2006-10-09,5.25,5.25,3.98,-5.750176928520876e-06,3.1002
2006-10-10,5.24,5.24,3.98,-5.715045188729396e-06,3.0968
2006-10-11,5.24,5.24,3.95,-5.847953216374266e-06,3.0986
2006-10-12,5.21,5.21,4.0,-5.766860362739918e-06,3.0814
2006-10-13,5.21,5.21,3.96,-5.94294770206022e-06,3.0732
2006-10-14,5.26,5.26,3.96,-5.873520579402933e-06,3.0732
2006-10-15,5.26,5.26,3.96,-5.873520579402933e-06,3.0732
2006-10-16,5.21,5.21,3.91,-6.163056876210599e-06,3.0892
2006-10-17,5.21,5.21,3.94,-6.030991371720375e-06,3.0877
2006-10-18,5.21,5.21,3.98,-5.820105820105817e-06,3.0904
2006-10-19,5.26,5.26,3.97,-5.829358770535238e-06,3.0531
2006-10-20,5.21,5.21,3.97,-5.898925867230142e-06,3.0402
2006-10-21,5.23,5.23,3.94,-6.030991371720375e-06,3.0402
2006-10-22,5.23,5.23,3.94,-6.030991371720375e-06,3.0402
2006-10-23,5.23,5.23,3.85,-6.325194621372969e-06,3.0571
2006-10-24,5.26,5.26,3.9,-6.138491432609078e-06,3.0799
2006-10-25,5.21,5.21,3.93,-6.0750132065504496e-06,3.0729
2006-10-26,5.22,5.22,3.91,-6.197257383966244e-06,3.0343
2006-10-27,5.22,5.22,3.97,-5.933544303797467e-06,3.0186
2006-10-28,5.24,5.24,3.92,-6.1533052039381165e-06,3.0186
2006-10-29,5.24,5.24,3.92,-6.1533052039381165e-06,3.0186
2006-10-30,5.21,5.21,3.97,-5.864197530864195e-06,3.0409
2006-10-31,5.22,5.22,3.94,-6.030991371720375e-06,3.0212
2006-11-01,5.21,5.21,3.92,-6.119035041380524e-06,3.008
2006-11-02,5.21,5.21,4.01,-5.722838527909845e-06,3.0187
2006-11-03,5.25,5.25,3.96,-5.838641188959662e-06,2.9958
2006-11-04,5.24,5.24,3.94,-6.065400843881861e-06,2.9958
2006-11-05,5.22,5.22,3.94,-6.065400843881861e-06,2.9958
2006-11-06,5.21,5.21,3.9,-6.207078711040672e-06,2.9921
2006-11-07,5.21,5.21,3.96,-5.908289241622575e-06,2.9818
2006-11-08,5.21,5.21,3.91,-6.128747795414462e-06,2.9858
2006-11-09,5.21,5.21,3.95,-5.9869695368902935e-06,2.9727
2006-11-10,5.21,5.21,3.96,-5.94294770206022e-06,2.9511
2006-11-11,5.2,5.2,3.94,-5.99647266313933e-06,2.9511
2006-11-12,5.2,5.2,3.94,-5.99647266313933e-06,2.9511
2006-11-13,5.21,5.21,3.92,-6.119035041380524e-06,2.9684
2006-11-14,5.21,5.21,3.91,-6.128747795414462e-06,2.9578
2006-11-15,5.25,5.25,3.92,-6.119035041380524e-06,2.9542
2006-11-16,5.26,5.26,3.99,-5.7410351527998585e-06,2.9522
2006-11-17,5.22,5.22,3.98,-5.854904032400067e-06,2.9373
2006-11-18,5.2,5.2,3.87,-6.305114638447971e-06,2.9373
2006-11-19,5.2,5.2,3.87,-6.305114638447971e-06,2.9373
2006-11-20,5.2,5.2,3.92,-6.084656084656085e-06,2.9542
2006-11-21,5.21,5.21,3.98,-5.854904032400067e-06,2.9468
2006-11-22,5.21,5.21,3.97,-5.898925867230142e-06,2.9366
2006-11-23,5.22,5.22,4.01,-5.722838527909845e-06,2.9386
2006-11-24,5.21,5.21,3.92,-6.119035041380524e-06,2.8927
2006-11-25,5.21,5.21,3.95,-5.9869695368902935e-06,2.8927
2006-11-26,5.19,5.19,3.95,-5.917682388270624e-06,2.8927
2006-11-27,5.21,5.21,3.91,-6.163056876210599e-06,2.9038
2006-11-28,5.21,5.21,3.9,-6.207078711040672e-06,2.8916
2006-11-29,5.23,5.23,3.92,-6.187467087941021e-06,2.8929
2006-11-30,5.2,5.2,3.93,-6.040564373897707e-06,2.8698
2006-12-01,5.21,5.21,3.95,-5.9869695368902935e-06,2.8227
2006-12-02,5.2,5.2,3.95,-5.95238095238095e-06,2.8227
2006-12-03,5.2,5.2,3.95,-5.95238095238095e-06,2.8227
2006-12-04,5.2,5.2,3.92,-6.084656084656085e-06,2.8488
2006-12-05,5.21,5.21,3.95,-5.9869695368902935e-06,2.8494
2006-12-06,5.21,5.21,3.96,-5.94294770206022e-06,2.8494
2006-12-07,5.2,5.2,3.98,-5.820105820105817e-06,2.8524
2006-12-08,5.2,5.2,3.96,-5.908289241622575e-06,2.8657
2006-12-09,5.23,5.23,3.93,-6.0750132065504496e-06,2.8657
2006-12-10,5.24,5.24,3.93,-6.040564373897707e-06,2.8657
2006-12-11,5.2,5.2,3.91,-6.128747795414462e-06,2.8695
2006-12-12,5.22,5.22,3.91,-6.197257383966244e-06,2.8595
2006-12-13,5.24,5.24,3.94,-6.065400843881861e-06,2.8575
2006-12-14,5.21,5.21,3.92,-6.119035041380524e-06,2.86
2006-12-15,5.21,5.21,3.97,-5.864197530864195e-06,2.8665
2006-12-16,5.2,5.2,3.92,-6.084656084656085e-06,2.8665
2006-12-17,5.25,5.25,3.92,-6.119035041380524e-06,2.8665
2006-12-18,5.2,5.2,3.97,-5.864197530864195e-06,2.8832
2006-12-19,5.2,5.2,3.91,-6.128747795414462e-06,2.8791
2006-12-20,5.21,5.21,3.93,-6.040564373897707e-06,2.8726
2006-12-21,5.29,5.29,3.88,-6.329113924050637e-06,2.8703
2006-12-22,5.28,5.28,3.92,-6.356670149773597e-06,2.8781
2006-12-23,5.27,5.27,3.85,-6.494646305072848e-06,2.8781
2006-12-24,5.27,5.27,3.85,-6.494646305072848e-06,2.8781
2006-12-25,5.25,5.25,3.85,-6.561679790026248e-06,2.8781
2006-12-26,5.29,5.29,3.85,-6.694487915145193e-06,2.8986
2006-12-27,5.26,5.26,3.9,-6.376659678546469e-06,2.8966
2006-12-28,5.21,5.21,3.86,-6.38316605036098e-06,2.899
2006-12-29,5.21,5.21,3.83,-6.515231554851206e-06,2.8772
2006-12-30,5.25,5.25,3.94,-6.099701597331932e-06,2.8772
2006-12-31,5.24,5.24,3.94,-5.99647266313933e-06,2.8772
2007-01-01,5.24,5.24,3.94,-5.99647266313933e-06,2.8772
2007-01-02,5.22,5.22,3.91,-6.163056876210599e-06,2.8562
2007-01-03,5.22,5.22,3.97,-5.898925867230142e-06,2.8762
2007-01-04,5.21,5.21,3.96,-5.977496483825599e-06,2.9087
2007-01-05,5.22,5.22,3.96,-5.94294770206022e-06,2.9537
2007-01-06,5.24,5.24,3.98,-5.820105820105817e-06,2.9537
2007-01-07,5.24,5.24,3.98,-5.820105820105817e-06,2.9537
2007-01-08,5.24,5.24,3.94,-5.99647266313933e-06,2.9568
2007-01-09,5.21,5.21,4.0,-5.766860362739918e-06,2.9512
2007-01-10,5.21,5.21,3.99,-5.810882197569992e-06,2.9828
2007-01-11,5.21,5.21,4.0,-5.766860362739918e-06,2.9736
2007-01-12,5.21,5.21,3.99,-5.810882197569992e-06,2.9665
2007-01-13,5.2,5.2,3.94,-5.99647266313933e-06,2.9665
2007-01-14,5.25,5.25,3.94,-6.030991371720375e-06,2.9665
2007-01-15,5.2,5.2,3.96,-5.908289241622575e-06,2.9822
2007-01-16,5.21,5.21,3.94,-6.030991371720375e-06,2.9797
2007-01-17,5.2,5.2,3.98,-5.820105820105817e-06,2.992
2007-01-18,5.22,5.22,3.95,-5.9869695368902935e-06,2.9616
2007-01-19,5.24,5.24,4.0,-5.80168776371308e-06,2.9465
2007-01-20,5.26,5.26,3.77,-6.812587904360058e-06,2.9465
2007-01-21,5.26,5.26,3.77,-6.812587904360058e-06,2.9465
2007-01-22,5.21,5.21,3.96,-5.94294770206022e-06,2.9588
2007-01-23,5.21,5.21,3.93,-6.0750132065504496e-06,2.9568
2007-01-24,5.21,5.21,3.98,-5.854904032400067e-06,2.9731
2007-01-25,5.22,5.22,3.98,-5.854904032400067e-06,2.9793
2007-01-26,5.21,5.21,3.99,-5.810882197569992e-06,3.0107
2007-01-27,5.26,5.26,3.98,-5.88959212376934e-06,3.0107
2007-01-28,5.24,5.24,3.98,-5.785196961667546e-06,3.0107
2007-01-29,5.21,5.21,3.96,-5.94294770206022e-06,3.0252
2007-01-30,5.22,5.22,3.99,-5.810882197569992e-06,3.0237
2007-01-31,5.21,5.21,4.04,-5.590773023419614e-06,2.9783
2007-02-01,5.21,5.21,4.01,-5.722838527909845e-06,2.9784
2007-02-02,5.22,5.22,4.02,-5.67881669307977e-06,2.9825
2007-02-03,5.26,5.26,4.04,-5.625879043600565e-06,2.9825
2007-02-04,5.25,5.25,4.04,-5.555555555555554e-06,2.9825
2007-02-05,5.21,5.21,4.03,-5.634794858249689e-06,2.9741
2007-02-06,5.22,5.22,4.02,-5.67881669307977e-06,2.9745
2007-02-07,5.21,5.21,4.0,-5.731922398589063e-06,2.967
2007-02-08,5.22,5.22,4.12,-5.2385983447790095e-06,2.9686
2007-02-09,5.21,5.21,3.93,-6.0750132065504496e-06,2.9644
2007-02-10,5.26,5.26,4.0,-5.80168776371308e-06,2.9644
2007-02-11,5.26,5.26,4.01,-5.757735583684953e-06,2.9644
2007-02-12,5.21,5.21,3.93,-6.0750132065504496e-06,2.9812
2007-02-13,5.21,5.21,4.0,-5.766860362739918e-06,2.9875
2007-02-14,5.21,5.21,3.99,-5.810882197569992e-06,2.9632
2007-02-15,5.21,5.21,4.02,-5.67881669307977e-06,2.9564
2007-02-16,5.21,5.21,3.99,-5.810882197569992e-06,2.9393
2007-02-17,5.23,5.23,3.96,-5.873520579402933e-06,2.9393
2007-02-18,5.24,5.24,3.96,-5.873520579402933e-06,2.9393
2007-02-19,5.21,5.21,3.96,-5.94294770206022e-06,2.9498
2007-02-20,5.21,5.21,3.98,-5.854904032400067e-06,2.948
2007-02-21,5.21,5.21,3.92,-6.119035041380524e-06,2.9452
2007-02-22,5.21,5.21,3.96,-5.94294770206022e-06,2.9487
2007-02-23,5.21,5.21,3.98,-5.854904032400067e-06,2.9173
